Date,AdjustedClose,Return
01/28/20,217.79,1.36
01/27/20,214.87,-1.41
01/24/20,217.94,-0.83
01/23/20,219.76,-0.70
01/22/20,221.32,-0.05
01/21/20,221.44,-0.32
01/17/20,222.14,0.17
01/16/20,221.77,0.28
01/15/20,221.15,0.95
01/14/20,219.06,-1.28
01/13/20,221.91,1.77
01/10/20,218.06,-0.11
01/09/20,218.30,1.43
01/08/20,215.22,1.01
01/07/20,213.06,0.22
01/06/20,212.60,1.88
01/03/20,208.67,-0.53
01/02/20,209.78,2.21
12/31/19,205.25,0.41
12/30/19,204.41,-1.77
12/27/19,208.10,0.15
12/26/19,207.79,1.30
12/24/19,205.12,-0.51
12/23/19,206.18,-0.06
12/20/19,206.30,0.12
12/19/19,206.06,1.76
12/18/19,202.50,2.07
12/17/19,198.39,0.24
12/16/19,197.92,1.96
12/13/19,194.11,-1.34
12/12/19,196.75,-2.72
12/11/19,202.26,0.69
12/10/19,200.87,-0.23
12/09/19,201.34,0.14
12/06/19,201.05,0.85
12/05/19,199.36,0.33
12/04/19,198.71,-0.06
12/03/19,198.82,-0.44
12/02/19,199.70,-0.96
11/29/19,201.64,-0.18
11/27/19,202.00,1.52
11/26/19,198.97,-0.41
11/25/19,199.79,0.49
11/22/19,198.82,0.45
11/21/19,197.93,0.21
11/20/19,197.51,-0.91
11/19/19,199.32,0.97
11/18/19,197.40,1.18
11/15/19,195.10,1.01
11/14/19,193.15,-0.02
11/13/19,193.19,-0.66
11/12/19,194.47,2.56
11/11/19,189.61,-0.64
11/08/19,190.84,0.22
11/07/19,190.42,-0.59
11/06/19,191.55,-1.43
11/05/19,194.32,-0.21
11/04/19,194.72,0.57
11/01/19,193.62,1.03
10/31/19,191.65,1.81
10/30/19,188.25,-0.56
10/29/19,189.31,-0.05
10/28/19,189.40,0.80
10/25/19,187.89,0.81
10/24/19,186.38,0.12
10/23/19,186.15,2.09
10/22/19,182.34,-3.91
10/21/19,189.76,2.10
10/18/19,185.85,-2.38
10/17/19,190.39,0.44
10/16/19,189.55,0.35
10/15/19,188.89,3.06
10/14/19,183.28,-0.49
10/11/19,184.19,2.31
10/10/19,180.03,0.10
10/09/19,179.85,1.18
10/08/19,177.75,-1.07
10/07/19,179.68,-0.43
10/04/19,180.45,0.60
10/03/19,179.38,2.74
10/02/19,174.60,-0.69
10/01/19,175.81,-1.27
09/30/19,178.08,0.55
09/27/19,177.10,-1.67
09/26/19,180.11,-1.47
09/25/19,182.80,0.84
09/24/19,181.28,-2.97
09/23/19,186.82,-1.64
09/20/19,189.93,-0.11
09/19/19,190.14,1.06
09/18/19,188.14,0.03
09/17/19,188.08,1.00
09/16/19,186.22,-0.52
09/13/19,187.19,-0.15
09/12/19,187.47,-0.54
09/11/19,188.49,1.25
09/10/19,186.17,-1.37
09/09/19,188.76,0.68
09/06/19,187.49,-1.79
09/05/19,190.90,2.01
09/04/19,187.14,2.60
09/03/19,182.39,-1.77
08/30/19,185.67,0.05
08/29/19,185.57,2.10
08/28/19,181.76,0.25
08/27/19,181.30,0.52
08/26/19,180.36,1.47
08/23/19,177.75,-2.36
08/22/19,182.04,-0.82
08/21/19,183.55,-0.14
08/20/19,183.81,-1.27
08/19/19,186.17,1.34
08/16/19,183.70,0.61
08/15/19,182.59,1.60
08/14/19,179.71,-4.64
08/13/19,188.45,1.66
08/12/19,185.37,-1.32
08/09/19,187.85,-1.21
08/08/19,190.16,2.71
08/07/19,185.15,0.35
08/06/19,184.51,1.53
08/05/19,181.73,-3.86
08/02/19,189.02,-1.92
08/01/19,192.73,-0.77
07/31/19,194.23,-1.43
07/30/19,197.04,0.56
07/29/19,195.94,-1.91
07/26/19,199.75,-0.48
07/25/19,200.71,-1.93
07/24/19,204.66,1.14
07/23/19,202.36,0.02
07/22/19,202.32,2.00
07/19/19,198.36,-1.21
07/18/19,200.78,-0.51
07/17/19,201.80,-1.00
07/16/19,203.84,-0.03
07/15/19,203.91,-0.47
07/12/19,204.87,1.81
07/11/19,201.23,-0.74
07/10/19,202.73,1.77
07/09/19,199.21,1.76
07/08/19,195.76,-0.33
07/05/19,196.40,-0.41
07/03/19,197.20,1.13
07/02/19,195.00,1.04
07/01/19,193.00,
06/28/19,193.00,1.85
06/27/19,189.50,0.98
06/26/19,187.66,-0.62
06/25/19,188.84,-1.95
06/24/19,192.60,0.76
06/21/19,191.14,0.85
06/20/19,189.53,1.09
06/19/19,187.48,-0.53
06/18/19,188.47,-0.29
06/17/19,189.01,4.24
06/14/19,181.33,2.18
06/13/19,177.47,1.39
06/12/19,175.04,-1.72
06/11/19,178.10,1.88
06/10/19,174.82,0.85
06/07/19,173.35,2.98
06/06/19,168.33,0.10
06/05/19,168.17,0.40
06/04/19,167.50,2.04
06/03/19,164.15,-7.51
05/31/19,177.47,-3.03
05/30/19,183.01,0.45
05/29/19,182.19,-1.15
05/28/19,184.31,1.79
05/24/19,181.06,0.11
05/23/19,180.87,-2.40
05/22/19,185.32,0.27
05/21/19,184.82,1.15
05/20/19,182.72,-1.39
05/17/19,185.30,-0.90
05/16/19,186.99,0.39
05/15/19,186.27,3.07
05/14/19,180.73,-0.45
05/13/19,181.54,-3.61
05/10/19,188.34,-0.16
05/09/19,188.65,-0.47
05/08/19,189.54,-0.12
05/07/19,189.77,-2.12
05/06/19,193.88,-0.81
05/03/19,195.47,1.53
05/02/19,192.53,-0.26
05/01/19,193.03,-0.19
04/30/19,193.40,-0.71
04/29/19,194.78,1.72
04/26/19,191.49,-0.92
04/25/19,193.26,5.85
04/24/19,182.58,-0.65
04/23/19,183.78,1.29
04/22/19,181.44,1.77
04/18/19,178.28,-0.28
04/17/19,178.78,-0.05
04/16/19,178.87,-0.43
04/15/19,179.65,0.31
04/12/19,179.10,0.90
04/11/19,177.51,-0.17
04/10/19,177.82,0.14
04/09/19,177.58,1.51
04/08/19,174.93,-0.45
04/05/19,175.72,-0.17
04/04/19,176.02,1.43
04/03/19,173.54,-0.38
04/02/19,174.20,3.26
04/01/19,168.70,1.21
03/29/19,166.69,0.69
03/28/19,165.55,-0.19
03/27/19,165.87,-1.08
03/26/19,167.68,0.84
03/25/19,166.29,1.19
03/22/19,164.34,-1.05
03/21/19,166.08,0.39
03/20/19,165.44,2.40
03/19/19,161.57,0.69
03/18/19,160.47,-3.32
03/15/19,165.98,-2.46
03/14/19,170.17,-1.85
03/13/19,173.37,0.84
03/12/19,171.92,-0.09
03/11/19,172.07,1.46
03/08/19,169.60,0.28
03/07/19,169.13,-1.96
03/06/19,172.51,0.73
03/05/19,171.26,2.32
03/04/19,167.37,3.14
03/01/19,162.28,0.51
02/28/19,161.45,-0.84
02/27/19,162.81,-0.80
02/26/19,164.13,-0.30
02/25/19,164.62,1.69
02/22/19,161.89,1.16
02/21/19,160.04,-1.55
02/20/19,162.56,0.17
02/19/19,162.29,-0.13
02/15/19,162.50,-0.88
02/14/19,163.95,-0.07
02/13/19,164.07,-0.59
02/12/19,165.04,-0.45
02/11/19,165.79,-0.92
02/08/19,167.33,0.57
02/07/19,166.38,-2.41
02/06/19,170.49,-0.39
02/05/19,171.16,1.13
02/04/19,169.25,2.14
02/01/19,165.71,-0.59
01/31/19,166.69,10.82
01/30/19,150.42,4.32
01/29/19,144.19,-2.22
01/28/19,147.47,-1.03
01/25/19,149.01,2.18
01/24/19,145.83,1.06
01/23/19,144.30,-2.22
01/22/19,147.57,-1.65
01/18/19,150.04,1.17
01/17/19,148.30,0.52
01/16/19,147.54,-0.95
01/15/19,148.95,2.45
01/14/19,145.39,1.11
01/11/19,143.80,-0.28
01/10/19,144.20,-0.02
01/09/19,144.23,1.19
01/08/19,142.53,3.25
01/07/19,138.05,0.07
01/04/19,137.95,4.71
01/03/19,131.74,-2.90
01/02/19,135.68,3.50
12/31/18,131.09,-1.58
12/28/18,133.20,-0.98
12/27/18,134.52,0.25
12/26/18,134.18,8.16
12/24/18,124.06,-0.71
12/21/18,124.95,-6.33
12/20/18,133.40,0.12
12/19/18,133.24,-7.25
12/18/18,143.66,2.48
12/17/18,140.19,-2.69
12/14/18,144.06,-0.66
12/13/18,145.01,0.35
12/12/18,144.50,1.70
12/11/18,142.08,0.16
12/10/18,141.85,3.22
12/07/18,137.42,-1.58
12/06/18,139.63,1.23
12/04/18,137.93,-2.24
12/03/18,141.09,0.34
11/30/18,140.61,1.39
11/29/18,138.68,1.40
11/28/18,136.76,1.30
11/27/18,135.00,-1.01
11/26/18,136.38,3.53
11/23/18,131.73,-2.29
11/21/18,134.82,1.80
