Date,AdjustedClose,Return
08/19/19,261.36,0.97
08/16/19,258.86,1.20
08/15/19,255.79,0.39
08/14/19,254.79,-3.05
08/13/19,262.80,1.48
08/12/19,258.98,-1.48
08/09/19,262.87,-0.34
08/08/19,263.78,1.43
08/07/19,260.07,-0.09
08/06/19,260.30,1.21
08/05/19,257.18,-2.90
08/02/19,264.85,-0.37
08/01/19,265.83,-1.05
07/31/19,268.64,-1.23
07/30/19,271.98,-0.08
07/29/19,272.21,0.11
07/26/19,271.92,0.19
07/25/19,271.41,-0.47
07/24/19,272.70,-0.29
07/23/19,273.49,0.65
07/22/19,271.72,0.07
07/19/19,271.54,-0.25
07/18/19,272.23,0.01
07/17/19,272.20,-0.42
07/16/19,273.36,-0.08
07/15/19,273.59,0.10
07/12/19,273.32,0.90
07/11/19,270.88,0.85
07/10/19,268.60,0.29
07/09/19,267.83,-0.09
07/08/19,268.06,-0.43
07/05/19,269.22,-0.16
07/03/19,269.66,0.67
07/02/19,267.87,0.26
07/01/19,267.17,0.44
06/28/19,266.00,0.28
06/27/19,265.27,-0.04
06/26/19,265.37,-0.04
06/25/19,265.48,-0.67
06/24/19,267.28,0.03
06/21/19,267.19,-0.13
06/20/19,267.53,0.94
06/19/19,265.04,0.14
06/18/19,264.66,1.35
06/17/19,261.13,0.09
06/14/19,260.90,-0.07
06/13/19,261.07,0.39
06/12/19,260.05,-0.17
06/11/19,260.49,-0.05
06/10/19,260.63,0.30
06/07/19,259.84,1.02
06/06/19,257.21,0.71
06/05/19,255.40,0.82
06/04/19,253.32,2.06
06/03/19,248.20,0.02
05/31/19,248.15,-1.41
05/30/19,251.70,0.18
05/29/19,251.26,-0.88
05/28/19,253.48,-0.93
05/24/19,255.86,0.38
05/23/19,254.90,-1.11
05/22/19,257.77,-0.39
05/21/19,258.77,0.77
05/20/19,256.80,-0.33
05/17/19,257.64,-0.38
05/16/19,258.63,0.84
05/15/19,256.48,0.45
05/14/19,255.32,0.82
05/13/19,253.25,-2.38
05/10/19,259.42,0.44
05/09/19,258.28,-0.54
05/08/19,259.67,0.01
05/07/19,259.65,-1.79
05/06/19,264.38,-0.25
05/03/19,265.05,0.75
05/02/19,263.08,-0.46
05/01/19,264.30,-0.61
04/30/19,265.93,0.15
04/29/19,265.54,0.04
04/26/19,265.43,0.31
04/25/19,264.62,-0.51
04/24/19,265.97,-0.22
04/23/19,266.56,0.55
04/22/19,265.11,-0.18
04/18/19,265.60,0.42
04/17/19,264.50,-0.01
04/16/19,264.53,0.26
04/15/19,263.85,-0.10
04/12/19,264.12,1.03
04/11/19,261.43,-0.05
04/10/19,261.57,0.02
04/09/19,261.51,-0.72
04/08/19,263.41,-0.32
04/05/19,264.25,0.15
04/04/19,263.85,0.64
04/03/19,262.18,0.15
04/02/19,261.79,-0.30
04/01/19,262.58,1.27
03/29/19,259.29,0.82
03/28/19,257.17,0.36
03/27/19,256.26,-0.12
03/26/19,256.58,0.55
03/25/19,255.17,0.06
03/22/19,255.02,-1.78
03/21/19,259.63,0.84
03/20/19,257.46,-0.54
03/19/19,258.87,-0.10
03/18/19,259.14,0.25
03/15/19,258.49,0.54
03/14/19,257.10,0.03
03/13/19,257.03,0.58
03/12/19,255.55,-0.37
03/11/19,256.51,0.79
03/08/19,254.50,-0.09
03/07/19,254.73,-0.78
03/06/19,256.73,-0.52
03/05/19,258.07,-0.05
03/04/19,258.20,-0.79
03/01/19,260.26,0.42
02/28/19,259.16,-0.27
02/27/19,259.85,-0.28
02/26/19,260.58,-0.13
02/25/19,260.92,0.23
02/22/19,260.32,0.70
02/21/19,258.51,-0.40
02/20/19,259.54,0.24
02/19/19,258.91,0.03
02/15/19,258.83,1.75
02/14/19,254.39,-0.41
02/13/19,255.43,0.46
02/12/19,254.26,1.49
02/11/19,250.53,-0.21
02/08/19,251.06,-0.25
02/07/19,251.70,-0.87
02/06/19,253.90,-0.09
02/05/19,254.12,0.69
02/04/19,252.39,0.70
02/01/19,250.64,0.26
01/31/19,250.00,-0.06
01/30/19,250.15,1.77
01/29/19,245.80,0.21
01/28/19,245.28,-0.84
01/25/19,247.37,0.75
01/24/19,245.53,-0.09
01/23/19,245.76,0.70
01/22/19,244.04,-1.22
01/18/19,247.06,1.38
01/17/19,243.70,0.67
01/16/19,242.07,0.59
01/15/19,240.66,0.65
01/14/19,239.10,-0.36
01/11/19,239.96,-0.02
01/10/19,240.02,0.52
01/09/19,238.79,0.39
01/08/19,237.87,1.09
01/07/19,235.31,0.42
01/04/19,234.33,3.29
01/03/19,226.86,-2.83
01/02/19,233.46,0.08
12/31/18,233.27,1.15
12/28/18,230.62,-0.33
12/27/18,231.39,1.14
12/26/18,228.78,4.98
12/24/18,217.92,-2.91
12/21/18,224.45,-1.82
12/20/18,228.60,-1.99
12/19/18,233.24,-1.49
12/18/18,236.76,0.35
12/17/18,235.93,-2.11
12/14/18,241.01,-2.02
12/13/18,245.97,0.29
12/12/18,245.27,0.64
12/11/18,243.70,-0.22
12/10/18,244.23,0.14
12/07/18,243.89,-2.24
12/06/18,249.48,-0.32
12/04/18,250.27,-3.09
12/03/18,258.26,1.13
11/30/18,255.38,0.79
11/29/18,253.39,-0.11
11/28/18,253.66,2.49
11/27/18,247.49,0.44
11/26/18,246.40,1.46
11/23/18,242.86,-0.73
11/21/18,244.65,0.00
